,Date,Area,Price
28,2011-10-01,Rhode,4.44
29,2011-09-01,Rhode,4.43
30,2011-08-01,Rhode,4.72
31,2011-07-01,Rhode,5.44
32,2011-06-01,Rhode,5.14
33,2011-05-01,Rhode,4.83
34,2011-04-01,Rhode,4.96
35,2011-03-01,Rhode,5.15
36,2011-02-01,Rhode,6.45
37,2011-01-01,Rhode,7.6
38,2010-12-01,Rhode,7.61
39,2010-11-01,Rhode,4.7
40,2010-10-01,Rhode,4.18
41,2010-09-01,Rhode,4.58
42,2010-08-01,Rhode,4.99
43,2010-07-01,Rhode,5.3
44,2010-06-01,Rhode,5.31
45,2010-05-01,Rhode,4.86
46,2010-04-01,Rhode,4.58
47,2010-03-01,Rhode,4.83
48,2010-02-01,Rhode,6.83
49,2010-01-01,Rhode,7.71
50,2009-12-01,Rhode,7.06
51,2009-11-01,Rhode,4.24
52,2009-09-01,Rhode,3.43
53,2009-08-01,Rhode,3.68
54,2009-07-01,Rhode,3.97
55,2009-06-01,Rhode,4.44
56,2009-05-01,Rhode,4.49
57,2009-04-01,Rhode,4.42
58,2009-03-01,Rhode,4.9
59,2009-02-01,Rhode,6.77
60,2009-01-01,Rhode,8.5
61,2008-10-01,Rhode,8.11
62,2008-09-01,Rhode,8.47
63,2008-08-01,Rhode,9.22
64,2008-07-01,Rhode,12.73
65,2008-06-01,Rhode,13.59
66,2008-05-01,Rhode,12.43
67,2008-04-01,Rhode,11.04
68,2008-03-01,Rhode,11.64
69,2008-02-01,Rhode,10.69
70,2008-01-01,Rhode,11.14
71,2007-12-01,Rhode,9.36
72,2007-11-01,Rhode,8.08
73,2007-10-01,Rhode,7.27
74,2007-09-01,Rhode,6.61
75,2007-08-01,Rhode,6.93
76,2007-07-01,Rhode,7.1
77,2007-06-01,Rhode,8.23
78,2007-05-01,Rhode,10.49
79,2007-04-01,Rhode,8.58
80,2007-03-01,Rhode,8.5
81,2007-02-01,Rhode,9.22
82,2007-01-01,Rhode,7.56
83,2006-12-01,Rhode,8.42
84,2006-11-01,Rhode,8.07
85,2006-10-01,Rhode,5.39
86,2006-09-01,Rhode,6.3
87,2006-08-01,Rhode,7.82
88,2006-07-01,Rhode,6.84
89,2006-06-01,Rhode,6.88
90,2006-05-01,Rhode,7.2
91,2006-04-01,Rhode,7.81
92,2006-03-01,Rhode,8.08
93,2006-02-01,Rhode,8.15
94,2006-01-01,Rhode,10.37
95,2005-12-01,Rhode,13.73
96,2005-11-01,Rhode,10.48
97,2005-10-01,Rhode,14.26
98,2005-09-01,Rhode,12.61
99,2005-08-01,Rhode,9.82
100,2005-07-01,Rhode,8.12
101,2005-06-01,Rhode,7.67
102,2005-05-01,Rhode,7.11
103,2005-04-01,Rhode,7.84
104,2005-03-01,Rhode,7.74
105,2005-01-01,Rhode,8.45
106,2004-12-01,Rhode,8.01
107,2004-11-01,Rhode,7.23
108,2004-10-01,Rhode,7.17
109,2004-09-01,Rhode,6.38
110,2004-08-01,Rhode,6.26
111,2004-07-01,Rhode,6.75
112,2004-06-01,Rhode,7.05
113,2004-05-01,Rhode,6.89
114,2004-04-01,Rhode,6.32
115,2004-03-01,Rhode,6.18
116,2004-02-01,Rhode,7.07
117,2004-01-01,Rhode,9.27
118,2003-12-01,Rhode,6.5
119,2003-10-01,Rhode,5.19
120,2003-09-01,Rhode,5.57
121,2003-08-01,Rhode,6.22
122,2003-07-01,Rhode,6.42
123,2003-06-01,Rhode,6.89
124,2003-02-01,Rhode,8.68
125,2003-01-01,Rhode,7.62
126,2002-10-01,Rhode,4.86
127,2002-09-01,Rhode,4.5
128,2002-08-01,Rhode,4.2
129,2002-07-01,Rhode,4.7
130,2002-06-01,Rhode,5.06
131,2002-05-01,Rhode,4.98
132,2002-04-01,Rhode,4.44
133,2002-03-01,Rhode,4.25
134,2002-02-01,Rhode,4.0
135,2002-01-01,Rhode,4.46
0,2019-04-01,South,3.45
1,2019-03-01,South,3.55
2,2018-02-01,South,3.68
3,2013-12-01,South,5.11
4,2013-04-01,South,4.85
5,2013-03-01,South,4.62
6,2013-02-01,South,4.2
7,2013-01-01,South,4.3
8,2012-12-01,South,4.39
9,2012-11-01,South,4.35
10,2012-10-01,South,4.13
11,2012-07-01,South,3.53
12,2012-06-01,South,3.56
13,2012-05-01,South,3.48
14,2012-03-01,South,3.21
15,2012-02-01,South,3.25
16,2012-01-01,South,3.45
17,2011-08-01,South,4.52
18,2011-07-01,South,4.86
19,2011-06-01,South,4.97
20,2009-01-01,South,6.34
21,2008-12-01,South,7.74
22,2008-11-01,South,7.67
23,2008-10-01,South,7.45
24,2008-09-01,South,8.56
25,2008-08-01,South,9.32
26,2008-06-01,South,13.7
27,2008-04-01,South,11.84
28,2008-03-01,South,10.6
29,2008-01-01,South,10.2
30,2007-10-01,South,7.49
31,2007-09-01,South,6.49
32,2007-08-01,South,7.64
33,2007-07-01,South,7.62
34,2007-06-01,South,8.41
35,2007-05-01,South,8.88
36,2006-07-01,South,7.69
37,2006-06-01,South,7.99
38,2006-05-01,South,8.17
39,2005-05-01,South,6.88
40,2005-04-01,South,7.47
41,2005-03-01,South,6.9
42,2005-02-01,South,5.86
0,2016-12-01,South,3.92
1,2016-11-01,South,2.5
2,2016-10-01,South,3.38
3,2016-09-01,South,3.39
4,2016-08-01,South,2.94
5,2016-07-01,South,2.87
6,2016-06-01,South,2.53
7,2016-05-01,South,2.1
8,2016-04-01,South,2.07
9,2016-03-01,South,1.82
10,2016-02-01,South,2.08
11,2016-01-01,South,2.57
12,2015-12-01,South,2.25
13,2015-11-01,South,2.92
14,2015-10-01,South,2.9
15,2015-09-01,South,3.31
16,2015-08-01,South,4.23
17,2015-07-01,South,3.78
18,2015-06-01,South,3.53
19,2015-05-01,South,3.06
20,2015-04-01,South,3.46
21,2015-03-01,South,2.77
22,2015-02-01,South,3.05
23,2015-01-01,South,2.94
24,2014-12-01,South,3.59
25,2014-11-01,South,3.41
26,2014-10-01,South,6.85
27,2014-09-01,South,5.0
28,2014-08-01,South,4.07
29,2014-07-01,South,3.41
30,2014-06-01,South,5.73
31,2014-05-01,South,3.89
32,2014-04-01,South,5.07
33,2014-03-01,South,9.39
34,2014-02-01,South,18.5
35,2014-01-01,South,8.59
36,2013-12-01,South,5.01
37,2013-11-01,South,4.18
38,2013-10-01,South,4.56
39,2013-09-01,South,4.15
40,2013-08-01,South,4.06
41,2013-07-01,South,4.06
42,2013-06-01,South,5.49
43,2013-05-01,South,5.61
44,2013-04-01,South,4.62
45,2013-03-01,South,4.61
46,2013-02-01,South,4.45
47,2013-01-01,South,3.7
48,2012-12-01,South,4.46
49,2012-11-01,South,4.62
50,2012-10-01,South,5.91
51,2012-09-01,South,5.03
52,2012-08-01,South,3.38
53,2012-07-01,South,3.35
54,2012-06-01,South,3.36
55,2012-05-01,South,3.48
56,2012-04-01,South,3.04
57,2012-03-01,South,4.17
58,2012-02-01,South,5.23
59,2012-01-01,South,5.65
60,2011-12-01,South,7.89
61,2011-11-01,South,11.12
62,2011-10-01,South,5.57
63,2011-09-01,South,6.39
64,2011-08-01,South,4.88
65,2011-07-01,South,4.78
66,2011-06-01,South,6.29
67,2011-05-01,South,8.27
68,2011-04-01,South,6.44
69,2011-03-01,South,5.9
70,2011-02-01,South,6.53
71,2011-01-01,South,5.32
72,2010-12-01,South,6.9
73,2010-11-01,South,6.33
74,2010-10-01,South,5.1
75,2010-09-01,South,6.25
76,2010-08-01,South,5.29
77,2010-07-01,South,5.53
78,2010-06-01,South,6.09
79,2010-05-01,South,6.38
80,2010-04-01,South,7.58
81,2010-03-01,South,9.5
82,2010-02-01,South,10.61
83,2010-01-01,South,8.76
84,2009-12-01,South,5.8
85,2009-11-01,South,4.8
86,2009-10-01,South,3.96
87,2009-09-01,South,3.94
88,2009-08-01,South,4.55
89,2009-07-01,South,4.78
90,2009-06-01,South,4.47
91,2009-05-01,South,8.73
92,2009-04-01,South,7.55
93,2009-03-01,South,10.43
94,2009-02-01,South,9.59
95,2009-01-01,South,9.4
96,2008-12-01,South,6.47
97,2008-11-01,South,6.19
98,2008-10-01,South,3.64
99,2008-09-01,South,5.03
100,2008-08-01,South,6.67
101,2008-07-01,South,8.28
102,2008-06-01,South,7.99
103,2008-05-01,South,4.38
104,2008-04-01,South,4.17
105,2008-03-01,South,6.31
106,2008-02-01,South,5.9
107,2008-01-01,South,5.93
0,2019-04-01,Tennessee,3.31
1,2019-03-01,Tennessee,3.11
2,2019-02-01,Tennessee,3.09
3,2019-01-01,Tennessee,3.5
4,2018-12-01,Tennessee,4.35
5,2018-11-01,Tennessee,3.88
6,2018-10-01,Tennessee,3.27
7,2018-09-01,Tennessee,2.92
8,2018-08-01,Tennessee,2.87
9,2018-07-01,Tennessee,2.73
10,2018-06-01,Tennessee,2.91
11,2018-05-01,Tennessee,2.61
12,2018-04-01,Tennessee,2.59
13,2018-03-01,Tennessee,2.77
14,2018-02-01,Tennessee,3.17
15,2018-01-01,Tennessee,3.61
16,2017-12-01,Tennessee,3.02
17,2017-11-01,Tennessee,2.92
18,2017-10-01,Tennessee,2.88
19,2017-09-01,Tennessee,2.99
20,2017-08-01,Tennessee,2.86
21,2017-07-01,Tennessee,2.93
22,2017-06-01,Tennessee,3.07
23,2017-05-01,Tennessee,2.96
24,2017-04-01,Tennessee,3.04
25,2017-03-01,Tennessee,3.0
26,2017-02-01,Tennessee,3.09
27,2017-01-01,Tennessee,3.82
28,2016-12-01,Tennessee,3.44
29,2016-11-01,Tennessee,2.84
30,2016-10-01,Tennessee,3.15
31,2016-09-01,Tennessee,2.91
32,2016-08-01,Tennessee,2.69
33,2016-07-01,Tennessee,2.74
34,2016-06-01,Tennessee,2.37
35,2016-05-01,Tennessee,1.96
36,2016-04-01,Tennessee,1.96
37,2016-03-01,Tennessee,2.05
38,2016-02-01,Tennessee,2.33
39,2016-01-01,Tennessee,2.58
40,2015-12-01,Tennessee,2.33
41,2015-11-01,Tennessee,2.31
42,2015-10-01,Tennessee,2.47
43,2015-09-01,Tennessee,2.61
44,2015-08-01,Tennessee,2.71
45,2015-07-01,Tennessee,2.74
46,2015-06-01,Tennessee,2.75
47,2015-05-01,Tennessee,2.28
48,2015-04-01,Tennessee,2.66
49,2015-03-01,Tennessee,3.35
50,2015-02-01,Tennessee,3.27
51,2015-01-01,Tennessee,3.59
52,2014-12-01,Tennessee,4.36
53,2014-11-01,Tennessee,4.28
54,2014-10-01,Tennessee,4.08
55,2014-09-01,Tennessee,4.07
56,2014-08-01,Tennessee,3.94
57,2014-07-01,Tennessee,4.33
58,2014-06-01,Tennessee,4.74
59,2014-05-01,Tennessee,4.34
60,2014-04-01,Tennessee,4.98
61,2014-03-01,Tennessee,5.57
62,2014-02-01,Tennessee,5.93
63,2014-01-01,Tennessee,5.87
64,2013-12-01,Tennessee,4.29
65,2013-11-01,Tennessee,3.81
66,2013-10-01,Tennessee,3.64
67,2013-09-01,Tennessee,3.74
68,2013-08-01,Tennessee,3.6
69,2013-07-01,Tennessee,4.02
70,2013-06-01,Tennessee,4.13
71,2013-05-01,Tennessee,4.05
72,2013-04-01,Tennessee,4.44
73,2013-03-01,Tennessee,3.86
74,2013-02-01,Tennessee,3.48
75,2013-01-01,Tennessee,3.66
76,2012-12-01,Tennessee,3.7
77,2012-11-01,Tennessee,3.79
78,2012-10-01,Tennessee,3.31
79,2012-09-01,Tennessee,2.82
80,2012-08-01,Tennessee,3.12
81,2012-07-01,Tennessee,3.01
82,2012-06-01,Tennessee,2.52
83,2012-05-01,Tennessee,2.33
84,2012-04-01,Tennessee,2.07
85,2012-03-01,Tennessee,2.4
86,2012-02-01,Tennessee,3.14
87,2012-01-01,Tennessee,3.27
88,2011-12-01,Tennessee,4.5
89,2011-11-01,Tennessee,4.15
90,2011-10-01,Tennessee,4.05
91,2011-09-01,Tennessee,4.95
92,2011-08-01,Tennessee,4.8
93,2011-07-01,Tennessee,4.68
94,2011-06-01,Tennessee,4.81
95,2011-05-01,Tennessee,4.57
96,2011-04-01,Tennessee,4.41
97,2011-03-01,Tennessee,5.08
98,2011-02-01,Tennessee,5.17
99,2011-01-01,Tennessee,4.82
100,2010-12-01,Tennessee,4.47
101,2010-11-01,Tennessee,4.33
102,2010-10-01,Tennessee,4.02
103,2010-09-01,Tennessee,4.95
104,2010-08-01,Tennessee,5.23
105,2010-07-01,Tennessee,5.39
106,2010-06-01,Tennessee,5.61
107,2010-05-01,Tennessee,4.92
108,2010-04-01,Tennessee,4.73
109,2010-03-01,Tennessee,5.13
110,2010-02-01,Tennessee,6.23
111,2010-01-01,Tennessee,7.3
112,2009-12-01,Tennessee,5.91
113,2009-11-01,Tennessee,4.19
114,2009-10-01,Tennessee,5.13
115,2009-09-01,Tennessee,3.59
116,2009-08-01,Tennessee,3.95
117,2009-07-01,Tennessee,3.98
118,2009-06-01,Tennessee,4.56
119,2009-05-01,Tennessee,4.41
120,2009-04-01,Tennessee,4.37
121,2009-03-01,Tennessee,4.96
122,2009-02-01,Tennessee,5.76
123,2009-01-01,Tennessee,5.84
124,2008-12-01,Tennessee,6.92
125,2008-11-01,Tennessee,7.48
126,2008-10-01,Tennessee,7.54
127,2008-09-01,Tennessee,8.28
128,2008-08-01,Tennessee,9.63
129,2008-06-01,Tennessee,13.9
130,2008-05-01,Tennessee,12.24
131,2008-04-01,Tennessee,11.8
132,2008-03-01,Tennessee,10.28
133,2008-02-01,Tennessee,9.33
134,2008-01-01,Tennessee,8.42
0,2019-04-01,Texas,2.48
1,2019-03-01,Texas,2.83
2,2019-02-01,Texas,2.82
3,2019-01-01,Texas,3.21
4,2018-12-01,Texas,3.87
5,2018-11-01,Texas,3.81
6,2018-10-01,Texas,3.29
7,2018-09-01,Texas,2.97
8,2018-08-01,Texas,3.05
9,2018-07-01,Texas,2.95
10,2018-06-01,Texas,3.01
11,2018-05-01,Texas,2.87
12,2018-04-01,Texas,2.84
13,2018-03-01,Texas,2.75
14,2018-02-01,Texas,2.9
15,2018-01-01,Texas,4.07
16,2017-12-01,Texas,2.95
17,2017-11-01,Texas,3.1
18,2017-10-01,Texas,3.11
19,2017-09-01,Texas,3.11
20,2017-08-01,Texas,3.03
21,2017-07-01,Texas,3.11
22,2017-06-01,Texas,3.17
23,2017-05-01,Texas,3.29
24,2017-04-01,Texas,3.22
25,2017-03-01,Texas,3.02
26,2017-02-01,Texas,3.13
27,2017-01-01,Texas,3.47
28,2016-12-01,Texas,3.44
29,2016-11-01,Texas,2.71
30,2016-10-01,Texas,3.24
31,2016-09-01,Texas,3.13
32,2016-08-01,Texas,2.94
33,2016-07-01,Texas,2.95
34,2016-06-01,Texas,2.62
35,2016-05-01,Texas,2.17
36,2016-04-01,Texas,2.14
37,2016-03-01,Texas,1.91
38,2016-02-01,Texas,2.19
39,2016-01-01,Texas,2.53
40,2015-12-01,Texas,2.22
41,2015-11-01,Texas,2.3
42,2015-10-01,Texas,2.66
43,2015-09-01,Texas,2.88
44,2015-08-01,Texas,3.01
45,2015-07-01,Texas,3.03
46,2015-06-01,Texas,2.98
47,2015-05-01,Texas,3.02
48,2015-04-01,Texas,2.82
49,2015-03-01,Texas,3.02
50,2015-02-01,Texas,3.1
51,2015-01-01,Texas,3.28
52,2014-12-01,Texas,4.01
53,2014-11-01,Texas,4.21
54,2014-10-01,Texas,4.1
55,2014-09-01,Texas,4.19
56,2014-08-01,Texas,4.13
57,2014-07-01,Texas,4.41
58,2014-06-01,Texas,4.85
59,2014-05-01,Texas,4.79
60,2014-04-01,Texas,4.86
61,2014-03-01,Texas,5.24
62,2014-02-01,Texas,6.54
63,2014-01-01,Texas,4.82
64,2013-12-01,Texas,4.4
65,2013-11-01,Texas,3.87
66,2013-10-01,Texas,3.79
67,2013-09-01,Texas,3.81
68,2013-08-01,Texas,3.65
69,2013-07-01,Texas,3.89
70,2013-06-01,Texas,4.15
71,2013-05-01,Texas,4.34
72,2013-04-01,Texas,4.35
73,2013-03-01,Texas,3.96
74,2013-02-01,Texas,3.6
75,2013-01-01,Texas,3.57
76,2012-12-01,Texas,3.72
77,2012-11-01,Texas,3.74
78,2012-10-01,Texas,3.46
79,2012-09-01,Texas,3.04
80,2012-08-01,Texas,3.2
81,2012-07-01,Texas,3.13
82,2012-06-01,Texas,2.71
83,2012-05-01,Texas,2.54
84,2012-04-01,Texas,2.26
85,2012-03-01,Texas,2.51
86,2012-02-01,Texas,2.9
87,2012-01-01,Texas,3.12
88,2011-12-01,Texas,3.55
89,2011-11-01,Texas,3.6
90,2011-10-01,Texas,3.9
91,2011-09-01,Texas,4.22
92,2011-08-01,Texas,4.45
93,2011-07-01,Texas,4.7
94,2011-06-01,Texas,4.75
95,2011-05-01,Texas,4.56
96,2011-04-01,Texas,4.53
97,2011-03-01,Texas,4.22
98,2011-02-01,Texas,4.75
99,2011-01-01,Texas,4.51
100,2010-12-01,Texas,4.54
101,2010-11-01,Texas,3.81
102,2010-10-01,Texas,3.83
103,2010-09-01,Texas,4.12
104,2010-08-01,Texas,4.62
105,2010-07-01,Texas,4.81
106,2010-06-01,Texas,4.8
107,2010-05-01,Texas,4.32
108,2010-04-01,Texas,4.21
109,2010-03-01,Texas,4.76
110,2010-02-01,Texas,5.6
111,2010-01-01,Texas,6.19
112,2009-12-01,Texas,5.26
113,2009-11-01,Texas,4.11
114,2009-10-01,Texas,4.05
115,2009-09-01,Texas,3.13
116,2009-08-01,Texas,3.54
117,2009-07-01,Texas,3.77
118,2009-06-01,Texas,3.87
119,2009-05-01,Texas,3.82
120,2009-04-01,Texas,3.62
121,2009-03-01,Texas,3.67
122,2009-02-01,Texas,4.42
123,2009-01-01,Texas,5.24
124,2008-12-01,Texas,5.91
125,2008-11-01,Texas,5.72
126,2008-10-01,Texas,6.26
127,2008-09-01,Texas,7.1
128,2008-08-01,Texas,8.63
129,2008-07-01,Texas,11.34
130,2008-06-01,Texas,12.18
131,2008-05-01,Texas,10.48
132,2008-04-01,Texas,9.95
133,2008-03-01,Texas,8.92
134,2008-02-01,Texas,8.08
135,2008-01-01,Texas,7.73
136,2007-12-01,Texas,7.0
137,2007-11-01,Texas,6.58
138,2007-10-01,Texas,6.68
139,2007-09-01,Texas,5.88
140,2007-08-01,Texas,6.19
141,2007-07-01,Texas,6.55
142,2007-06-01,Texas,7.48
143,2007-05-01,Texas,7.51
144,2007-04-01,Texas,7.29
145,2007-03-01,Texas,6.9
146,2007-02-01,Texas,7.34
147,2007-01-01,Texas,6.42
148,2006-12-01,Texas,6.92
149,2006-11-01,Texas,6.87
150,2006-10-01,Texas,5.09
151,2006-09-01,Texas,5.83
152,2006-08-01,Texas,7.03
153,2006-07-01,Texas,6.06
154,2006-06-01,Texas,6.08
155,2006-05-01,Texas,6.34
156,2006-04-01,Texas,6.82
157,2006-03-01,Texas,6.76
158,2006-02-01,Texas,7.48
159,2006-01-01,Texas,8.48
160,2005-12-01,Texas,10.72
161,2005-11-01,Texas,9.32
162,2005-10-01,Texas,11.3
163,2005-09-01,Texas,10.43
164,2005-08-01,Texas,8.41
165,2005-07-01,Texas,7.29
166,2005-06-01,Texas,6.88
167,2005-05-01,Texas,6.66
168,2005-04-01,Texas,7.07
169,2005-03-01,Texas,6.47
170,2005-02-01,Texas,6.04
171,2005-01-01,Texas,6.01
172,2004-12-01,Texas,6.59
173,2004-11-01,Texas,6.57
174,2004-10-01,Texas,5.85
175,2004-09-01,Texas,5.13
176,2004-08-01,Texas,5.86
177,2004-07-01,Texas,6.07
178,2004-06-01,Texas,6.45
179,2004-05-01,Texas,6.14
180,2004-04-01,Texas,5.54
181,2004-03-01,Texas,5.22
182,2004-02-01,Texas,5.41
183,2004-01-01,Texas,5.92
184,2003-12-01,Texas,5.39
185,2003-11-01,Texas,4.49
186,2003-10-01,Texas,4.62
187,2003-09-01,Texas,4.91
188,2003-08-01,Texas,5.06
189,2003-07-01,Texas,5.27
190,2003-06-01,Texas,5.97
191,2003-04-01,Texas,5.2
192,2003-03-01,Texas,7.2
193,2003-02-01,Texas,6.91
194,2003-01-01,Texas,5.11
195,2002-12-01,Texas,4.28
196,2002-11-01,Texas,4.09
197,2002-10-01,Texas,3.95
198,2002-09-01,Texas,3.49
199,2002-08-01,Texas,3.21
200,2002-07-01,Texas,3.37
201,2002-06-01,Texas,3.39
202,2002-05-01,Texas,3.52
203,2002-04-01,Texas,3.57
204,2002-03-01,Texas,2.96
205,2002-02-01,Texas,2.36
206,2002-01-01,Texas,2.65
0,2019-04-01,Utah,3.12
1,2019-03-01,Utah,4.22
2,2019-02-01,Utah,5.49
3,2019-01-01,Utah,4.49
4,2018-12-01,Utah,5.92
5,2018-11-01,Utah,4.16
6,2018-10-01,Utah,2.89
7,2018-09-01,Utah,2.73
8,2018-08-01,Utah,2.87
9,2018-07-01,Utah,2.73
10,2018-06-01,Utah,2.61
11,2018-05-01,Utah,2.49
12,2018-04-01,Utah,2.54
13,2018-03-01,Utah,2.89
14,2018-02-01,Utah,3.39
15,2018-01-01,Utah,3.19
16,2015-02-01,Utah,3.37
17,2014-04-01,Utah,4.95
18,2013-12-01,Utah,4.37
19,2013-11-01,Utah,4.06
20,2013-10-01,Utah,3.87
21,2013-09-01,Utah,3.86
22,2013-08-01,Utah,3.88
23,2013-07-01,Utah,4.02
24,2013-06-01,Utah,4.69
25,2013-05-01,Utah,4.74
26,2013-04-01,Utah,4.43
27,2013-03-01,Utah,3.91
28,2013-02-01,Utah,3.95
29,2013-01-01,Utah,3.83
30,2012-12-01,Utah,4.08
31,2012-11-01,Utah,3.91
32,2012-10-01,Utah,3.36
33,2012-09-01,Utah,2.86
34,2012-08-01,Utah,3.21
35,2012-07-01,Utah,2.91
36,2012-06-01,Utah,2.69
37,2012-05-01,Utah,2.38
38,2012-04-01,Utah,2.33
39,2012-03-01,Utah,2.74
40,2012-02-01,Utah,2.93
41,2012-01-01,Utah,3.36
42,2010-10-01,Utah,3.94
43,2009-02-01,Utah,3.69
44,2008-09-01,Utah,2.4
45,2008-08-01,Utah,7.2
46,2008-05-01,Utah,9.66
47,2006-04-01,Utah,5.13
48,2006-02-01,Utah,7.17
49,2006-01-01,Utah,10.02
50,2004-11-01,Utah,6.82
51,2004-10-01,Utah,5.99
52,2004-04-01,Utah,5.74
53,2004-03-01,Utah,2.45
54,2004-02-01,Utah,2.45
55,2004-01-01,Utah,6.32
56,2003-10-01,Utah,3.52
57,2003-04-01,Utah,4.16
58,2002-06-01,Utah,5.13
59,2002-02-01,Utah,9.98
0,2012-12-01,Vermont,5.12
1,2012-11-01,Vermont,4.94
2,2012-10-01,Vermont,4.32
3,2012-09-01,Vermont,4.06
4,2012-08-01,Vermont,4.08
5,2012-07-01,Vermont,3.85
6,2012-06-01,Vermont,3.75
7,2012-05-01,Vermont,3.13
8,2012-04-01,Vermont,3.27
9,2012-03-01,Vermont,3.62
10,2012-02-01,Vermont,4.49
11,2012-01-01,Vermont,4.49
12,2011-12-01,Vermont,4.25
13,2011-11-01,Vermont,4.76
14,2011-10-01,Vermont,4.17
15,2011-09-01,Vermont,3.51
16,2011-08-01,Vermont,5.45
17,2011-07-01,Vermont,5.7
18,2011-06-01,Vermont,6.04
19,2011-05-01,Vermont,6.1
20,2011-04-01,Vermont,9.27
21,2011-03-01,Vermont,5.41
22,2011-02-01,Vermont,5.67
23,2011-01-01,Vermont,5.65
24,2010-12-01,Vermont,5.59
25,2010-11-01,Vermont,5.09
26,2010-10-01,Vermont,5.35
27,2010-09-01,Vermont,4.91
28,2010-08-01,Vermont,5.37
29,2010-07-01,Vermont,5.63
30,2010-06-01,Vermont,5.2
31,2010-05-01,Vermont,5.39
32,2010-04-01,Vermont,5.47
33,2010-03-01,Vermont,6.56
34,2010-02-01,Vermont,7.09
35,2010-01-01,Vermont,7.0
36,2009-12-01,Vermont,6.15
37,2009-11-01,Vermont,6.32
38,2009-10-01,Vermont,4.75
39,2009-09-01,Vermont,4.36
40,2009-08-01,Vermont,4.77
41,2009-07-01,Vermont,4.54
42,2009-06-01,Vermont,4.99
43,2009-05-01,Vermont,4.73
44,2009-04-01,Vermont,5.29
45,2009-03-01,Vermont,7.07
46,2009-02-01,Vermont,7.04
47,2009-01-01,Vermont,8.55
48,2008-12-01,Vermont,8.54
49,2008-11-01,Vermont,4.72
50,2008-10-01,Vermont,7.79
51,2008-09-01,Vermont,8.69
52,2008-08-01,Vermont,10.8
53,2008-07-01,Vermont,13.05
54,2008-06-01,Vermont,11.61
55,2008-05-01,Vermont,11.43
56,2008-04-01,Vermont,10.57
57,2008-03-01,Vermont,10.04
58,2008-02-01,Vermont,10.0
59,2008-01-01,Vermont,9.18
60,2007-12-01,Vermont,8.2
61,2007-11-01,Vermont,8.27
62,2007-10-01,Vermont,7.42
63,2007-09-01,Vermont,6.43
64,2007-08-01,Vermont,7.11
65,2007-07-01,Vermont,6.55
66,2007-06-01,Vermont,8.59
67,2007-05-01,Vermont,8.52
68,2007-04-01,Vermont,8.69
69,2007-03-01,Vermont,9.55
70,2007-01-01,Vermont,6.95
71,2006-12-01,Vermont,8.76
72,2006-11-01,Vermont,8.19
73,2006-10-01,Vermont,5.17
74,2006-09-01,Vermont,7.57
75,2006-08-01,Vermont,7.53
76,2006-07-01,Vermont,6.74
77,2006-06-01,Vermont,6.71
78,2006-05-01,Vermont,9.36
79,2006-04-01,Vermont,7.92
80,2006-03-01,Vermont,8.03
81,2006-02-01,Vermont,8.86
82,2006-01-01,Vermont,12.34
83,2005-12-01,Vermont,12.21
84,2005-11-01,Vermont,10.17
85,2005-10-01,Vermont,13.75
86,2005-09-01,Vermont,10.89
87,2005-08-01,Vermont,8.2
88,2005-07-01,Vermont,7.91
89,2005-06-01,Vermont,7.01
90,2005-05-01,Vermont,7.45
91,2005-04-01,Vermont,7.79
92,2005-03-01,Vermont,7.89
93,2005-02-01,Vermont,7.11
94,2005-01-01,Vermont,7.88
95,2002-11-01,Vermont,4.86
96,2002-10-01,Vermont,4.39
97,2002-03-01,Vermont,3.13
98,2002-02-01,Vermont,2.73
99,2002-01-01,Vermont,3.54
0,2019-04-01,Virginia,3.49
1,2019-03-01,Virginia,3.87
2,2018-11-01,Virginia,4.6
3,2018-10-01,Virginia,3.67
4,2018-09-01,Virginia,3.23
5,2018-08-01,Virginia,3.37
6,2018-07-01,Virginia,3.23
7,2018-06-01,Virginia,3.29
8,2018-05-01,Virginia,3.24
9,2018-04-01,Virginia,3.5
10,2017-09-01,Virginia,2.67
11,2017-08-01,Virginia,2.94
12,2017-07-01,Virginia,3.09
13,2017-06-01,Virginia,3.1
14,2017-05-01,Virginia,3.59
15,2017-04-01,Virginia,3.67
16,2015-05-01,Virginia,2.82
17,2014-04-01,Virginia,4.88
18,2014-03-01,Virginia,6.61
19,2014-02-01,Virginia,8.02
20,2014-01-01,Virginia,17.85
21,2013-11-01,Virginia,4.09
22,2013-10-01,Virginia,4.15
23,2013-09-01,Virginia,4.0
24,2013-08-01,Virginia,3.76
25,2013-07-01,Virginia,4.09
26,2013-06-01,Virginia,4.43
27,2013-05-01,Virginia,4.99
28,2013-04-01,Virginia,4.73
29,2013-02-01,Virginia,3.98
30,2013-01-01,Virginia,4.52
31,2012-11-01,Virginia,4.29
32,2012-10-01,Virginia,3.78
33,2012-09-01,Virginia,3.23
34,2012-08-01,Virginia,3.35
35,2012-07-01,Virginia,3.36
36,2012-06-01,Virginia,2.96
37,2012-03-01,Virginia,2.84
38,2012-02-01,Virginia,3.6
39,2012-01-01,Virginia,3.8
40,2011-12-01,Virginia,3.85
41,2011-11-01,Virginia,3.91
42,2011-10-01,Virginia,4.38
43,2011-09-01,Virginia,4.65
44,2011-08-01,Virginia,5.1
45,2011-07-01,Virginia,5.12
46,2011-06-01,Virginia,5.29
47,2011-05-01,Virginia,5.4
